x,original,kalman
1.2060000000,1.7652032244,1.8661952008
1.2070000000,1.7041581612,1.8337877928
1.2080000000,1.5916540290,1.7853610401
1.2090000000,1.6954879914,1.7673864303
1.2100000000,1.8695458062,1.7878183055
1.2110000000,1.9652496540,1.8233045752
1.2120000000,1.9805061514,1.8547448905
1.2130000000,1.2044483994,1.7246855922
1.2140000000,1.8366384905,1.7470761719
1.2150000000,2.0420342604,1.8060677896
1.2160000000,1.7708686286,1.7990279574
1.2170000000,2.1314445814,1.8655112822
1.2180000000,1.6127397769,1.8149569811
1.2190000000,2.1710468146,1.8861749478
1.2200000000,1.9560547294,1.9001509041
1.2210000000,1.7883149896,1.8777837212
1.2220000000,1.9375708806,1.8897411531
1.2230000000,1.5888949032,1.8295719031
1.2240000000,1.7184791965,1.8073533618
1.2250000000,1.5930774767,1.7644981848
1.2260000000,1.2204078144,1.6556801107
1.2270000000,1.7586186245,1.6762678135
1.2280000000,2.0357259481,1.7481594404
1.2290000000,1.4674076885,1.6920090900
1.2300000000,1.6072496144,1.6750571949
1.2310000000,1.7788947151,1.6958246989
1.2320000000,1.3986957874,1.6363989166
1.2330000000,1.7760235123,1.6643238358
1.2340000000,1.6098742566,1.6534339199
1.2350000000,1.9347306363,1.7096932632
1.2360000000,2.2511978740,1.8179941854
1.2370000000,2.1200107329,1.8783974949
1.2380000000,1.5874928029,1.8202165565
1.2390000000,1.7085226604,1.7978777773
1.2400000000,2.0817473416,1.8546516901
1.2410000000,1.4861720030,1.7809557527
1.2420000000,1.7768863385,1.7801418699
1.2430000000,1.6296238782,1.7500382715
1.2440000000,2.1751812884,1.8350668749
1.2450000000,2.0725194953,1.8825573990
1.2460000000,2.3083004816,1.9677060155
1.2470000000,1.6121994241,1.8966046972
1.2480000000,1.9078285018,1.8988494581
1.2490000000,1.2992971509,1.7789389967
1.2500000000,1.8166200949,1.7864752163
1.2510000000,1.8068464132,1.7905494557
1.2520000000,1.7017592574,1.7727914160
1.2530000000,2.0868146875,1.8355960703
1.2540000000,2.1318289026,1.8948426368
1.2550000000,2.0473349831,1.9253411060
1.2560000000,1.7221408575,1.8847010563
1.2570000000,1.9730839247,1.9023776300
1.2580000000,1.4954027923,1.8209826625
1.2590000000,1.5738003649,1.7715462030
1.2600000000,1.7020194124,1.7576408448
1.2610000000,1.9223182246,1.7905763208
1.2620000000,1.8514958056,1.8027602178
1.2630000000,1.6729413065,1.7767964355
1.2640000000,1.8343262823,1.7883024049
1.2650000000,1.6586718438,1.7623762926
1.2660000000,1.9571059403,1.8013222222
1.2670000000,2.0504666183,1.8511511014
1.2680000000,2.3577473765,1.9524703564
1.2690000000,2.2241562226,2.0068075297
1.2700000000,1.7995569336,1.9653574105
1.2710000000,2.0621594674,1.9847178218
1.2720000000,1.7223654908,1.9322473556
1.2730000000,2.3272557903,2.0112490426
1.2740000000,2.2307167017,2.0551425744
1.2750000000,1.9061120626,2.0253364720
1.2760000000,1.9313368931,2.0065365562
1.2770000000,1.5780164414,1.9208325333
1.2780000000,1.7711722408,1.8909004748
1.2790000000,1.5334042626,1.8194012323
1.2800000000,2.1209901543,1.8797190167
1.2810000000,2.0759072620,1.9189566658
1.2820000000,1.5636202486,1.8478893823
1.2830000000,1.6053372300,1.7993789519
1.2840000000,1.6968739742,1.7788779563
1.2850000000,1.7954738339,1.7821971318
1.2860000000,1.8482241049,1.7954025265
1.2870000000,2.1159678316,1.8595155875
1.2880000000,1.9280414121,1.8732207524
1.2890000000,1.6973477362,1.8380461492
1.2900000000,1.7083292817,1.8121027757
1.2910000000,1.8209116674,1.8138645540
1.2920000000,2.1169388900,1.8744794212
1.2930000000,1.9365220326,1.8868879435
1.2940000000,1.8812632177,1.8857629983
1.2950000000,2.4823980602,2.0050900107
1.2960000000,1.7728548264,1.9586429738
1.2970000000,2.0436084210,1.9756360633
1.2980000000,1.6395821729,1.9084252852
1.2990000000,1.7377702868,1.8742942855
1.3000000000,2.0822027719,1.9158759828
1.3010000000,2.0564155951,1.9439839053
1.3020000000,2.3221640157,2.0196199273
1.3030000000,1.5917003246,1.9340360068
1.3040000000,1.4644417025,1.8401171459
1.3050000000,1.6039789354,1.7928895038
1.3060000000,1.8246934208,1.7992502872
1.3070000000,1.8357267431,1.8065455784
1.3080000000,1.8098196025,1.8072003832
1.3090000000,2.0248775432,1.8507358152
1.3100000000,1.8312310609,1.8468348644
1.3110000000,2.0173898950,1.8809458705
1.3120000000,2.2278644550,1.9503295874
1.3130000000,2.0097298250,1.9622096349
1.3140000000,2.0748270496,1.9847331179
1.3150000000,2.2007848655,2.0279434674
1.3160000000,1.6946124217,1.9612772582
1.3170000000,2.2734345970,2.0237087260
1.3180000000,2.1449068466,2.0479483501
1.3190000000,1.7117360002,1.9807058801
1.3200000000,1.9432807214,1.9732208484
1.3210000000,1.6875230218,1.9160812831
1.3220000000,2.2365718197,1.9801793904
1.3230000000,1.9510943255,1.9743623774
1.3240000000,2.0504366284,1.9895772276
1.3250000000,2.5330821370,2.0982782095
1.3260000000,1.6299645122,2.0046154700
1.3270000000,1.8401192428,1.9717162246
1.3280000000,1.8276991584,1.9429128114
1.3290000000,2.0514580797,1.9646218650
1.3300000000,1.4428069665,1.8602588853
1.3310000000,1.9453023856,1.8772675854
1.3320000000,1.7339500793,1.8486040842
1.3330000000,2.1709246030,1.9130681879
1.3340000000,1.6714354385,1.8647416380
1.3350000000,1.9936678039,1.8905268712
1.3360000000,1.9277751752,1.8979765320
1.3370000000,2.0685189753,1.9320850207
1.3380000000,1.8136877376,1.9084055640
1.3390000000,1.6929229840,1.8653090480
1.3400000000,1.8252261948,1.8572924774
1.3410000000,2.2369081936,1.9332156206
1.3420000000,1.9980522172,1.9461829399
1.3430000000,1.7190413836,1.9007546287
1.3440000000,2.1105198586,1.9427076747
1.3450000000,1.6231415249,1.8787944447
1.3460000000,2.3568193805,1.9743994319
1.3470000000,1.7430616232,1.9281318701
1.3480000000,1.5382677319,1.8501590425
1.3490000000,1.8343129399,1.8469898220
1.3500000000,2.0987651918,1.8973448959
1.3510000000,1.5838372395,1.8346433646
1.3520000000,2.2910353682,1.9259217654
1.3530000000,2.4585064531,2.0324387029
1.3540000000,1.8388896337,1.9937288891
1.3550000000,2.0896868918,2.0129204896
1.3560000000,2.1084211239,2.0320206165
1.3570000000,2.2255117347,2.0707188401
1.3580000000,1.8287730333,2.0223296787
1.3590000000,2.0461595939,2.0270956618
1.3600000000,2.0031799409,2.0223125176
1.3610000000,1.6660505139,1.9510601168
1.3620000000,1.9228372561,1.9454155447
1.3630000000,1.5659663342,1.8695257026
1.3640000000,1.8834943995,1.8723194420
1.3650000000,2.0183593943,1.9015274324
1.3660000000,1.6683325771,1.8548884614
1.3670000000,1.5202507429,1.7879609177
1.3680000000,2.0280815759,1.8359850493
1.3690000000,2.1070494401,1.8901979275
1.3700000000,1.7371150394,1.8595813499
1.3710000000,2.2531007894,1.9382852378
1.3720000000,2.1804281895,1.9867138281
1.3730000000,2.0731405699,2.0039991765
1.3740000000,1.7618198746,1.9555633161
1.3750000000,1.7010851520,1.9046676833
1.3760000000,1.9578272565,1.9152995979
1.3770000000,1.6186115786,1.8559619941
1.3780000000,2.2685932803,1.9384882513
1.3790000000,2.2800576558,2.0068021322
1.3800000000,2.0081173398,2.0070651737
1.3810000000,2.1081468373,2.0272815064
1.3820000000,2.1892758469,2.0596803745
1.3830000000,1.8307959176,2.0139034832
1.3840000000,2.0265213991,2.0164270663
1.3850000000,2.2498889657,2.0631194462
1.3860000000,1.8120520286,2.0129059627
1.3870000000,1.6359632708,1.9375174243
1.3880000000,2.2415381831,1.9983215761
1.3890000000,2.5107567716,2.1008086152
1.3900000000,2.1056190902,2.1017707102
1.3910000000,2.0123910116,2.0838947704
1.3920000000,1.6839157737,2.0038989711
1.3930000000,2.0980146754,2.0227221120
1.3940000000,1.5946717578,1.9371120411
1.3950000000,1.8922549687,1.9281406267
1.3960000000,2.0365126797,1.9498150373
1.3970000000,1.9502874802,1.9499095259
1.3980000000,1.8245880659,1.9248452339
1.3990000000,1.8468426128,1.9092447096
1.4000000000,2.0639139191,1.9401785515
1.4010000000,1.7596183112,1.9040665035
1.4020000000,2.3600109986,1.9952554025
1.4030000000,1.9408391928,1.9843721605
1.4040000000,1.9874603164,1.9849897917
1.4050000000,1.9233659092,1.9726650152
1.4060000000,2.1913207991,2.0163961720
1.4070000000,1.7570994839,1.9645368344
1.4080000000,2.0545286651,1.9825352005
1.4090000000,2.4040308122,2.0668343228
1.4100000000,2.1744151172,2.0883504817
1.4110000000,2.0346818352,2.0776167524
1.4120000000,2.1186484889,2.0858230997
1.4130000000,2.0373838425,2.0761352483
1.4140000000,1.8734293050,2.0355940596
1.4150000000,1.8733614135,2.0031475304
1.4160000000,2.1410758937,2.0307332030
1.4170000000,1.6289804003,1.9503826425
1.4180000000,2.1165769172,1.9836214974
1.4190000000,1.7435713049,1.9356114589
1.4200000000,2.2747020048,2.0034295681
1.4210000000,1.8842890315,1.9796014608
1.4220000000,2.0155571185,1.9867925923
1.4230000000,1.8678395523,1.9630019843
1.4240000000,2.3463713595,2.0396758594
1.4250000000,1.2387312066,1.8794869288
1.4260000000,2.0877437353,1.9211382901
1.4270000000,2.1321387412,1.9633383803
1.4280000000,2.0694184694,1.9845543981
1.4290000000,2.1430433337,2.0162521852
1.4300000000,1.6221084944,1.9374234471
1.4310000000,2.0819657695,1.9663319115
1.4320000000,2.6781548444,2.1086964981
1.4330000000,2.2221185298,2.1313809044
1.4340000000,2.1346784345,2.1320404105
1.4350000000,2.2280013616,2.1512326007
1.4360000000,2.0724459173,2.1354752640
1.4370000000,2.4122299772,2.1908262066
1.4380000000,1.6647276228,2.0856064899
1.4390000000,1.7940674210,2.0272986761
1.4400000000,2.3383121579,2.0895013725
1.4410000000,2.0649362853,2.0845883550
1.4420000000,2.3607903978,2.1398287636
1.4430000000,2.1934406600,2.1505511429
1.4440000000,1.3958417512,1.9996092645
1.4450000000,2.4545373100,2.0905948736
1.4460000000,2.1031991172,2.0931157223
1.4470000000,2.3843720530,2.1513669885
1.4480000000,2.0358416612,2.1282619230
1.4490000000,2.0501794232,2.1126454231
1.4500000000,1.8818031412,2.0664769667
1.4510000000,2.0699661388,2.0671748011
1.4520000000,2.2877200703,2.1112838549
1.4530000000,2.3103129924,2.1510896824
1.4540000000,1.8468044420,2.0902326343
1.4550000000,2.3363982290,2.1394657533
1.4560000000,1.8061206330,2.0727967292
1.4570000000,1.9957224796,2.0573818793
1.4580000000,1.8573487259,2.0173752486
1.4590000000,2.0735561390,2.0286114267
1.4600000000,1.5597675315,1.9348426477
1.4610000000,2.2623573291,2.0003455840
1.4620000000,1.8299302018,1.9662625075
1.4630000000,2.1987205535,2.0127541167
1.4640000000,2.6186237207,2.1339280375
1.4650000000,2.0411171291,2.1153658558
1.4660000000,2.1936412517,2.1310209350
1.4670000000,1.9644721469,2.0977111774
1.4680000000,2.6037915861,2.1989272591
1.4690000000,1.8884717526,2.1368361578
1.4700000000,2.0451262339,2.1184941731
1.4710000000,2.2523563519,2.1452666088
1.4720000000,2.2468969525,2.1655926775
1.4730000000,2.2910680595,2.1906877539
1.4740000000,2.7319270624,2.2989356156
1.4750000000,2.0293857155,2.2450256356
1.4760000000,2.6064047739,2.3173014633
1.4770000000,1.7530088968,2.2044429500
1.4780000000,1.8418482203,2.1319240040
1.4790000000,2.2857150532,2.1626822139
1.4800000000,2.0734464539,2.1448350619
1.4810000000,2.1776630637,2.1514006622
1.4820000000,1.8727330426,2.0956671383
1.4830000000,2.1494909163,2.1064318939
1.4840000000,2.2403619548,2.1332179061
1.4850000000,1.7747710235,2.0615285296
1.4860000000,2.4741478592,2.1440523955
1.4870000000,1.8245589833,2.0801537131
1.4880000000,1.9160830054,2.0473395715
1.4890000000,1.6090919524,1.9596900477
1.4900000000,2.3586633342,2.0394847050
1.4910000000,2.1133276336,2.0542532907
1.4920000000,2.6733114889,2.1780649304
1.4930000000,2.1098766282,2.1644272699
1.4940000000,2.3592108202,2.2033839800
1.4950000000,1.8596755793,2.1346422998
1.4960000000,2.3010743217,2.1679287042
1.4970000000,2.2435114151,2.1830452464
1.4980000000,1.6433275803,2.0751017132
1.4990000000,2.2932420550,2.1187297815
1.5000000000,2.2540309659,2.1457900184
1.5010000000,2.0306267023,2.1227573552
1.5020000000,2.2516087182,2.1485276278
1.5030000000,2.5479919205,2.2284204863
1.5040000000,2.2873572185,2.2402078328
1.5050000000,2.4589490962,2.2839560855
1.5060000000,2.0678521252,2.2407352934
1.5070000000,2.1261652707,2.2178212889
1.5080000000,1.9765414447,2.1695653200
1.5090000000,1.7077884158,2.0772099392
1.5100000000,1.9006005123,2.0418880538
1.5110000000,2.9991564775,2.2333417385
1.5120000000,2.3924959004,2.2651725709
1.5130000000,1.9466527183,2.2014686004
1.5140000000,2.0873378548,2.1786424513
1.5150000000,2.4477701685,2.2324679947
1.5160000000,2.2976592977,2.2455062553
1.5170000000,1.2490003360,2.0462050714
1.5180000000,1.9216776361,2.0212995844
1.5190000000,1.9331789971,2.0036754669
1.5200000000,2.4313077020,2.0892019139
1.5210000000,2.0349471441,2.0783509600
1.5220000000,2.0868032033,2.0800414086
1.5230000000,2.6104611423,2.1861253554
1.5240000000,2.2555694104,2.2000141664
1.5250000000,2.0941090222,2.1788331375
1.5260000000,2.1359276150,2.1702520330
1.5270000000,2.2295506437,2.1821117552
1.5280000000,2.8110718958,2.3079037833
1.5290000000,2.0350616404,2.2533353547
1.5300000000,2.1594779882,2.2345638814
1.5310000000,2.4710667368,2.2818644525
1.5320000000,1.9375492541,2.2130014128
1.5330000000,2.4366038191,2.2577218941
1.5340000000,2.1809053491,2.2423585851
1.5350000000,2.4599696226,2.2858807926
1.5360000000,2.3556645067,2.2998375354
1.5370000000,1.9955782719,2.2389856827
1.5380000000,2.2615146145,2.2434914691
1.5390000000,2.2983593491,2.2544650451
1.5400000000,2.1789837831,2.2393687927
1.5410000000,2.5743330504,2.3063616442
1.5420000000,2.1603194956,2.2771532145
1.5430000000,2.2777766286,2.2772778973
1.5440000000,2.4023596887,2.3022942556
1.5450000000,2.3303308020,2.3079015649
1.5460000000,2.3428553350,2.3148923189
1.5470000000,2.4297069309,2.3378552413
1.5480000000,2.4849736913,2.3672789313
1.5490000000,2.1790583355,2.3296348121
1.5500000000,2.0059788213,2.2649036140
1.5510000000,2.0351736159,2.2189576144
1.5520000000,1.9915967050,2.1734854325
1.5530000000,2.2235866328,2.1835056725
1.5540000000,2.4084437180,2.2284932816
1.5550000000,2.2728361150,2.2373618483
1.5560000000,2.2020205487,2.2302935884
1.5570000000,1.8253996406,2.1493147988
1.5580000000,2.6300362103,2.2454590811
1.5590000000,2.3415271519,2.2646726953
1.5600000000,2.2903848671,2.2698151296
1.5610000000,2.3341338175,2.2826788672
1.5620000000,2.5496061304,2.3360643199
1.5630000000,2.0842175409,2.2856949641
1.5640000000,2.1513036007,2.2588166914
1.5650000000,1.7392549557,2.1549043443
1.5660000000,2.6834550677,2.2606144889
1.5670000000,2.3970240308,2.2878963973
1.5680000000,2.2092791543,2.2721729487
1.5690000000,2.1008998274,2.2379183245
1.5700000000,2.6230420241,2.3149430644
1.5710000000,1.8693931311,2.2258330777
1.5720000000,3.1567220211,2.4120108664
1.5730000000,2.0643123983,2.3424711728
1.5740000000,2.4703319262,2.3680433235
1.5750000000,1.8469384727,2.2638223533
1.5760000000,2.6519086322,2.3414396091
1.5770000000,2.5546830397,2.3840882952
1.5780000000,2.9871478695,2.5047002101
1.5790000000,1.9317338290,2.3901069339
1.5800000000,2.1824772224,2.3485809916
1.5810000000,2.3784453314,2.3545538595
1.5820000000,2.5631078024,2.3962646481
1.5830000000,2.3114478137,2.3793012812
1.5840000000,2.6086456331,2.4251701516
1.5850000000,2.1034312199,2.3608223653
1.5860000000,1.8767337296,2.2640046381
1.5870000000,2.0467128450,2.2205462795
1.5880000000,2.4236619025,2.2611694041
1.5890000000,2.1380715352,2.2365498303
1.5900000000,2.1268036525,2.2146005948
1.5910000000,2.6663242729,2.3049453304
1.5920000000,2.2220956304,2.2883753904
1.5930000000,1.9570185189,2.2221040161
1.5940000000,2.2131851266,2.2203202382
1.5950000000,2.1208765807,2.2004315067
1.5960000000,2.2330941831,2.2069640420
1.5970000000,2.0160904317,2.1687893199
1.5980000000,2.1948262868,2.1739967133
1.5990000000,1.8101005400,2.1012174787
1.6000000000,2.3213552582,2.1452450346
1.6010000000,2.1699085902,2.1501777457
1.6020000000,2.2650365717,2.1731495109
1.6030000000,2.6568844123,2.2698964912
1.6040000000,1.8863634834,2.1931898896
1.6050000000,2.3390015593,2.2223522236
1.6060000000,2.3525710166,2.2483959822
1.6070000000,2.6647053674,2.3316578592
1.6080000000,2.1277636101,2.2908790094
1.6090000000,2.0914666755,2.2509965426
1.6100000000,2.3501393518,2.2708251044
1.6110000000,2.3570838711,2.2880768578
1.6120000000,2.9304526410,2.4165520144
1.6130000000,2.6571457475,2.4646707610
1.6140000000,2.6760659858,2.5069498060
1.6150000000,1.8206293617,2.3696857171
1.6160000000,2.4828931822,2.3923272101
1.6170000000,2.4224536875,2.3983525056
1.6180000000,2.2857374111,2.3758294867
1.6190000000,2.7657399613,2.4538115816
1.6200000000,1.9718074685,2.3574107590
1.6210000000,2.1418713806,2.3143028833
1.6220000000,2.5293376298,2.3573098326
1.6230000000,2.1143074674,2.3087093596
1.6240000000,2.2191850259,2.2908044928
1.6250000000,2.6876837876,2.3701803518
1.6260000000,1.9514171442,2.2864277103
1.6270000000,2.4347714663,2.3160964615
1.6280000000,2.4557873268,2.3440346345
1.6290000000,2.4614413683,2.3675159813
1.6300000000,2.3769611533,2.3694050157
1.6310000000,1.9518941033,2.2859028332
1.6320000000,2.4416878277,2.3170598321
1.6330000000,2.2963052288,2.3129089114
1.6340000000,2.8337579370,2.4170787165
1.6350000000,2.0401646372,2.3416959007
1.6360000000,2.2598110950,2.3253189395
1.6370000000,2.0657672854,2.2734086087
1.6380000000,2.5690750598,2.3325418989
1.6390000000,2.4977170960,2.3655769383
1.6400000000,2.5747617672,2.4074139041
1.6410000000,2.0981196459,2.3455550525
1.6420000000,2.1743781717,2.3113196763
1.6430000000,2.5624321478,2.3615421706
1.6440000000,2.5287670887,2.3949871542
1.6450000000,2.4546933666,2.4069283967
1.6460000000,1.9866348533,2.3228696880
1.6470000000,2.4280167385,2.3438990981
1.6480000000,2.5874378101,2.3926068405
1.6490000000,2.3645247203,2.3869904165
1.6500000000,2.4687375282,2.4033398388
1.6510000000,2.8053720011,2.4837462713
1.6520000000,2.4126929067,2.4695355984
1.6530000000,2.1956465347,2.4147577856
1.6540000000,2.1391336855,2.3596329656
1.6550000000,2.0191618838,2.2915387492
1.6560000000,2.6161096756,2.3564529345
1.6570000000,2.4592409845,2.3770105445
1.6580000000,2.4011995291,2.3818483414
1.6590000000,2.0838505550,2.3222487841
1.6600000000,2.0448669041,2.2667724081
1.6610000000,2.5144631302,2.3163105526
1.6620000000,2.8072545217,2.4144993464
1.6630000000,2.4267762747,2.4169547321
1.6640000000,2.4677209299,2.4271079716
1.6650000000,2.3709563403,2.4158776454
1.6660000000,2.2124218105,2.3751864784
1.6670000000,2.8406367792,2.4682765386
1.6680000000,2.9315973166,2.5609406942
1.6690000000,2.5061459487,2.5499817451
1.6700000000,3.0020126566,2.6403879274
1.6710000000,2.1884119663,2.5499927352
1.6720000000,2.7262674109,2.5852476703
1.6730000000,2.2565103527,2.5195002068
1.6740000000,2.7563201436,2.5668641941
1.6750000000,2.4700076267,2.5474928807
1.6760000000,2.5229653204,2.5425873686
1.6770000000,2.2783265226,2.4897351994
1.6780000000,2.3306576350,2.4579196865
1.6790000000,2.6207506601,2.4904858812
1.6800000000,2.5641969284,2.5052280907
1.6810000000,2.6115823093,2.5264989344
1.6820000000,2.1430573417,2.4498106159
1.6830000000,2.4464073428,2.4491299613
1.6840000000,2.2389255374,2.4070890765
1.6850000000,2.7459530274,2.4748618667
1.6860000000,2.4399527371,2.4678800408
1.6870000000,2.4375737845,2.4618187895
1.6880000000,2.2192899270,2.4133130170
1.6890000000,2.3677817590,2.4042067654
1.6900000000,2.8339774177,2.4901608959
1.6910000000,2.7112862102,2.5343859587
1.6920000000,2.2658519376,2.4806791545
1.6930000000,2.5244104532,2.4894254142
1.6940000000,2.8248187094,2.5565040733
1.6950000000,2.4302383386,2.5312509263
1.6960000000,2.4603391934,2.5170685797
1.6970000000,2.2634661510,2.4663480940
1.6980000000,2.7541630620,2.5239110876
1.6990000000,2.1803863120,2.4552061325
1.7000000000,2.5208289238,2.4683306907
1.7010000000,2.3320081221,2.4410661770
1.7020000000,2.6596406768,2.4847810770
1.7030000000,2.3817083244,2.4641665265
1.7040000000,2.7953759283,2.5304084068
1.7050000000,2.3569840046,2.4957235264
1.7060000000,2.5364403529,2.5038668917
1.7070000000,2.2452959480,2.4521527029
1.7080000000,2.3672444030,2.4351710430
1.7090000000,2.1011544421,2.3683677228
1.7100000000,2.3887030940,2.3724347970
1.7110000000,2.2306591466,2.3440796669
1.7120000000,2.4827357988,2.3718108933
1.7130000000,2.0474183784,2.3069323903
1.7140000000,2.5596723217,2.3574803766
1.7150000000,2.5256137445,2.3911070502
1.7160000000,2.5537950214,2.4236446444
1.7170000000,2.6084555983,2.4606068352
1.7180000000,2.6025585793,2.4889971840
1.7190000000,2.3569101681,2.4625797808
1.7200000000,2.3144933346,2.4329624916
1.7210000000,2.3919524378,2.4247604808
1.7220000000,1.9589025213,2.3315888889
1.7230000000,2.2911367126,2.3234984537
1.7240000000,2.3695795722,2.3327146774
1.7250000000,2.4523642153,2.3566445850
1.7260000000,2.8583539820,2.4569864644
1.7270000000,2.2684940961,2.4192879907
1.7280000000,2.5669545308,2.4488212987
1.7290000000,2.4201803699,2.4430931130
1.7300000000,2.5220333534,2.4588811611
1.7310000000,2.4657743226,2.4602597934
1.7320000000,2.5196299112,2.4721338169
1.7330000000,2.6260004956,2.5029071527
1.7340000000,2.9977109148,2.6018679051
1.7350000000,2.6661223328,2.6147187906
1.7360000000,2.4627961032,2.5843342531
1.7370000000,2.6894397265,2.6053553478
1.7380000000,2.7621439439,2.6367130670
1.7390000000,2.2135073342,2.5520719205
1.7400000000,2.4077040939,2.5231983551
1.7410000000,2.9250188897,2.6035624621
1.7420000000,2.1138471692,2.5056194035
1.7430000000,2.4332304498,2.4911416128
1.7440000000,2.5355260938,2.5000185090
1.7450000000,2.2278601277,2.4455868327
1.7460000000,2.5538877636,2.4672470189
1.7470000000,2.4874538750,2.4712883901
1.7480000000,2.6729441972,2.5116195515
1.7490000000,2.8231370633,2.5739230539
1.7500000000,2.3821391926,2.5355662816
1.7510000000,2.3627901908,2.5010110635
1.7520000000,2.6451411328,2.5298370773
1.7530000000,2.2682094252,2.4775115469
1.7540000000,2.7596819655,2.5339456306
1.7550000000,2.5034127839,2.5278390613
1.7560000000,2.4522473634,2.5127207217
1.7570000000,2.5013744039,2.5104514582
1.7580000000,3.0442414997,2.6172094665
1.7590000000,2.8899665007,2.6717608733
1.7600000000,2.3919803860,2.6158047759
1.7610000000,2.7779168144,2.6482271836
1.7620000000,2.1874912873,2.5560800043
1.7630000000,2.3273580112,2.5103356057
1.7640000000,2.4785167241,2.5039718294
1.7650000000,2.2989720281,2.4629718691
1.7660000000,2.8934753856,2.5490725724
1.7670000000,2.8739966178,2.6140573815
1.7680000000,2.7059254092,2.6324309870
1.7690000000,2.5461311572,2.6151710211
1.7700000000,2.5107936003,2.5942955369
1.7710000000,2.7510718792,2.6256508054
1.7720000000,2.8493646088,2.6703935661
1.7730000000,2.4815307181,2.6326209965
1.7740000000,1.9568226720,2.4974613316
1.7750000000,2.4481267515,2.4875944155
1.7760000000,2.5313721242,2.4963499573
1.7770000000,2.4172740298,2.4805347718
1.7780000000,3.1500731237,2.6144424422
1.7790000000,2.2104798425,2.5336499222
1.7800000000,2.6480668454,2.5565333069
1.7810000000,2.5326821303,2.5517630716
1.7820000000,2.6173161988,2.5648736970
1.7830000000,2.3434156444,2.5205820865
1.7840000000,2.4992974088,2.5163251510
1.7850000000,2.7283918445,2.5587384897
1.7860000000,2.5499540225,2.5569815962
1.7870000000,2.8269837858,2.6109820341
1.7880000000,2.4068463716,2.5701549016
1.7890000000,2.3308532136,2.5222945640
1.7900000000,2.7723017125,2.5722959937
1.7910000000,2.2239373645,2.5026242679
1.7920000000,2.8503800947,2.5721754332
1.7930000000,2.6914080292,2.5960219524
1.7940000000,2.4967515812,2.5761678782
1.7950000000,2.7233916933,2.6056126412
1.7960000000,2.7544834723,2.6353868074
1.7970000000,2.9615679688,2.7006230397
1.7980000000,2.5545365658,2.6714057449
1.7990000000,2.8558288615,2.7082903682
1.8000000000,2.5646697808,2.6795662508
1.8010000000,2.3530551331,2.6142640272
1.8020000000,1.9544038564,2.4822919931
1.8030000000,2.8247906603,2.5507917265
1.8040000000,2.5754951942,2.5557324200
1.8050000000,2.4349440545,2.5315747469
1.8060000000,2.5757649768,2.5404127929
1.8070000000,2.8129249604,2.5949152264
1.8080000000,2.3499384824,2.5459198776
1.8090000000,2.4217961811,2.5210951383
1.8100000000,2.6885037461,2.5545768599
1.8110000000,2.3290418650,2.5094698609
1.8120000000,2.2598856679,2.4595530223
1.8130000000,2.4350837810,2.4546591740
1.8140000000,2.7380004893,2.5113274371
1.8150000000,2.5236216305,2.5137862758
1.8160000000,2.5919023145,2.5294094835
1.8170000000,2.4918569052,2.5218989679
1.8180000000,3.0261754669,2.6227542677
1.8190000000,2.6418688463,2.6265771834
1.8200000000,2.8358587658,2.6684334999
1.8210000000,2.7256663811,2.6798800761
1.8220000000,2.6847206283,2.6808481866
1.8230000000,3.1183350587,2.7683455610
1.8240000000,2.3184466840,2.6783657856
1.8250000000,2.5627656003,2.6552457486
1.8260000000,2.6433203108,2.6528606610
1.8270000000,2.6623322649,2.6547549818
1.8280000000,2.8270032840,2.6892046422
1.8290000000,2.4352489234,2.6384134985
1.8300000000,2.3220729912,2.5751453970
1.8310000000,2.6231923040,2.5847547784
1.8320000000,2.6960169511,2.6070072129
1.8330000000,2.5544322222,2.5964922148
1.8340000000,2.6317669924,2.6035471703
1.8350000000,2.8307155069,2.6489808376
1.8360000000,2.3487079607,2.5889262623
1.8370000000,3.0649417927,2.6841293683
1.8380000000,2.5961121077,2.6665259162
1.8390000000,2.7597520166,2.6851711363
1.8400000000,2.8516403995,2.7184649889
1.8410000000,2.8630354751,2.7473790862
1.8420000000,2.7484545635,2.7475941816
1.8430000000,2.9859811158,2.7952715685
1.8440000000,2.7972165330,2.7956605614
1.8450000000,2.3280047581,2.7021294007
1.8460000000,2.6842621043,2.6985559414
1.8470000000,2.7943627983,2.7177173128
1.8480000000,2.7583703321,2.7258479167
1.8490000000,2.9051392900,2.7617061913
1.8500000000,2.5620205967,2.7217690724
1.8510000000,2.3154412276,2.6405035035
1.8520000000,2.9572717319,2.7038571491
1.8530000000,3.1929160306,2.8016689254
1.8540000000,2.5879698986,2.7589291201
1.8550000000,2.5948953351,2.7261223631
1.8560000000,2.5243081820,2.6857595269
1.8570000000,2.3920556648,2.6270187544
1.8580000000,2.3312257217,2.5678601479
1.8590000000,2.9474477212,2.6437776626
1.8600000000,2.6035660239,2.6357353348
1.8610000000,2.8985533588,2.6882989396
1.8620000000,2.7200477430,2.6946487003
1.8630000000,2.5819814199,2.6721152442
1.8640000000,2.4118429690,2.6200607892
1.8650000000,2.9932447377,2.6946975789
1.8660000000,2.6087587297,2.6775098090
1.8670000000,2.9543588716,2.7328796215
1.8680000000,2.9955090470,2.7854055066
1.8690000000,2.8248467207,2.7932937495
1.8700000000,2.8492935635,2.8044937123
1.8710000000,2.9142364862,2.8264422671
